text,sentiment
"Buenos días!!! Cuando la vida es dulce, da las gracias y sonríe. Cuando no es así, da las gracias, crece y aprende... Besitos",P
"@JJSanchezB Tenemos la Pre inauguración de la e de #Barbie el viernes 6 de enero, y el sábado 7 de enero sería día normal",NEU
Estaba contando que mi mamá tiene como 9 grupos de WA y yo sólo tengo el de mi salón que está silenciado por un año,N
"Pues yo digo que todos aquí son felices, cada que les pregunto como están dicen: ""Bien"" en vez de ""De La Verga"" Para mí es suficiente",N
"@hugo_mcc ayy si quería, pero mi familia ya no tiene vacaciones y nos iremos antes pero volveré en enero yo sola y a ver que se hace",N
"Te bloquee Crea cuentas huevo y solito se sigue y dá RT, porque ya no le creen sus fans. Ah qué mi paisano, ni me interesa su amistad.",N
"@Samm_Bntz Bebé, no sé si sea error de dedo cuando ando de chismosa o es que a Leos y a ti, no los quieren en mi lista de amigos en insta",N
Madurar es mas divertido contigo,P
@alexMay_Be algo similar me ha pasado,NEU
Y se acabó diciembre mi mes favorito,P
Yo solo quiero adelantar mi vuelo a Chicago,NEU
Estoy esperando aún el directo de @ZooEvolution @WillyrexYT @vegetta777,NEU
"Empiezo el año como dije, bien dormida y muy enamorada",P
"La peor noche, no se como pude dormir así de enferma",N
"Última clase de FMA del año Filipino Martial Arts @ Monterrey, Mexico",N
Hay veces que uno se siente un extranjero hasta en su propio país,N
"Mi celular sabe que soy mexicano, escribí white y me lo corrigió por ejote",NEU
@marthamedecigo ay no! y si con él si quiero arriesgarme? Es que necesito contarte amixxx,P
le mande un mensaje a mi ibf por año nuevo y aun no me contesta jajaj,NEU
No puedo creer que me haya propuesto dejar de fumar un mes y ya casi lo cumpla,P
"@yarisflores punto a favor jijiji, la cosa es que hoy si hice de todo menos quedarme en camita",P
"@LizHeidern Hace streams buenos, a veces está muy vacío su chat, pero se pone bueno el ambiente con @L337LAG.",P
"Happy Birthday!!!! Ya eres legal, dtb hoy y siempre, mis mejores deseos te quiero mucho y al rato te veo",P
@lizpedroza Hermosa estos días tengo un arañas alacranes ratas y murciélagos en mi carta jajajaja Es impresionante la química del cerebro,N
Que lindos recuerditos al mirar nuestras fotos de un 3 de enero 2016 conviviendo ella con mi familia. Hoy hace un año.,P
"@maciosare75 Hi! muchisimo gusto, felices fiestas no les interesaría salir con una pareja de 26 y 28 años? somos de Xalapa pero viajamos.",NEU
"Hasta me das risa @realDonaldTrump, por que el único afectado seras tu y tu país y ante tus propios ojos veras su destrucción total.",N
Ya casi es año nuevo y no han tuiteado la imágen del viejito con un 2016 y del bebé con un 2017. Mátenme ya ALV,N
"@LOMMX te amo porque te pones en su lugar a todos, eso mero! Las mujeres somos las que tenemos que arreglar todo el changarro me cae",P
Y desperté y me fui llorando con mi mamá. Desperté en el sueño como unas 5 veces. Nunca había batallado tanto. Me muero si me pasa sola,N
"Es taaaaaan triste que teoría de juegos este en mi plan de estudios en la UAM, pero no en el campus al que voy a licitar en España.",N
Haré un libro que se llame: las mil y un millón de formas de cagarla. Obvio para que no hagan todo lo que yo hago y así tengan éxito.,N
"#quierounanovia no gracias, soy homosexual.",NEU
MELCHOR GASPAR Y yo sin quincena,N
@samymtzl va a ganar tu tio @lopezobrador_,P
"@SoyTanNinaBien jaja, estás aburrida!? Mejor cuéntanos otro cuento",N
Queridos reyes magos: yo sigo esperando lo que pedí,N
"@LuceroGama tu foto de perfil me trae recuerdos, extraño escucharte",N
Fue MEJOR que algunas personas se fueran para conocer a otras,P
me sorprende la homofobia y sus manifestaciones inesperadas... lo digo por mi,N
"La soberbia no es nada buena, no confíes en el ni en ella!",NEU
Llegan tiempos difíciles y lo único que me queda es afrontarlos y seguir adelante,NEU
Lo unico que van a hacer es que me vuelva mamona con todos como antes,N
Parti 3 roscas diferentes y en las 3 me salio el niño!! Algo estoy haciendo mal,N
"Y por todos lados hablan de los bloqueos, de ENP, de Trump y pinches es muy deprimente",N
@PauCalz @KarzCavallari @johnny26cesc me dolió hasta la conciencia pero sin suda lo haría unas 10 veces más jajaja,P
@FelipeGNE por??? hay bueno si un café! Yo tmbn elegí que ya no salgo hoy! A que hora llegas?,NEU
"Si fuera bien idiota. Ya hubiera comprado un Alienware cn mi quincena al chaz chaz, pero se viene el ISR...",NEU
"Que bueno que no soy mamá, sería la peor de todas, les daría puro jugo verde y Macaroon and cheese feo",N
"@Liebehaeschen nop, este crush era nuevo y no había hablado de él aquí para no salarme era muy perfecto para mi peronirogarle",N
"El ""In Memoriam"" de los Oscares va a estar muy cargado este año. Desde David Bowie en enero hasta Carrie Fisher en Diciembre",N
Filosófico: Estoy hasta el pito d muchas cosas. Creo q he alcanzado mi siguiente nivel d cinismo/valemadrismo. El año d mis 30 pinta bien,N
"@AssenethSoto no es eso amor, es que yo no iba contigo pues por eso no está padre el avión... Jajaja... TE AMO , ya regresate",P
Ah cada rato entro a los Md's y checo los que le mande a Brandon haber si tan siquiera me aplica el visto pero nel pastel,N
"Listo, por fin en casa, a dormir 4 horas nomás. Gracias a Dios mis papás están bien y les está yendo chingón. Ahora yo, a chingarle salu2",P
Me falta 12.32% para acabarme Just Cause 2. Este si es juego y no mamadas de Yirs ni FIFA papi. Ojalá tuviera Just Cause 1 en el xbox,P
"Hoy por fin no cene comida de la calle, hoy fuimos a walmart y comprams para que yo le hiciera de cenar, dsps de toda la semana cenar mal",P
Hoy fue ese detalle!!!! happy!!!!,P
"@AletzAGoGo @robblie lo odio!!!, nececito claridad",N
"@jair_mendieta me insultas noo, solo quiero verte",NEU
Ya tengo mi principal propósito de este año,P
"@Mayra_Zepeda @nayaroldan y se ven bien ricos Gracias, May.",P
@DraAChvez que mala pata ojalá te recuperes pronto! Feliz año!,P
Buen día. No funciona el semáforo de Avenida Cultura @HermosilloGob Saludos,N
Primera vez en 5 años que no te doy mis mejores Deseos,N
@hlahumberto pos' se ve mal se traba y está grabada del cine #Shame.,N
"@aimeraus @GLaveaga @debatelibros No, no sabía que existía, lo leeré ya acabaste el primero?",NEU
Envenenaron al Bruno Ya lo atendió el veterinario pero tengo miedo de que no aguante.,N
"@TuiteroRegio @Bomborisimo Jajajajajajajaj ya están peor que Peña, puro atole con el dedo a los tuiteros",N
Que decepción que gente que lo es todo te oculte cosas. ¿Tan difícil es decir la verdad?,N
"Ya me da miedo dormir con alguien, hablo sola y que tal si digo cosas que no debo",N
@FerReyees19 @Abiel_Vasquez @ElPabloDeVerdad yo tenía pensado sacar la del fogo y una optativa de 2C para poder meter electromagnétismo,NEU
Extraño que mayito diga babosa (o) Extraño la primera media hora de cotorreo Extraño todo el desmadre de antes jaja,N
"@ladelbosque29 acude al próximo llamado que hagamos aqui, muy sencillo. Con guantes, zapato cerrado cómodo y si tienes una pick-up mejor!",NEU
"@Dianybony jajajaja claro que no amor!! te amo mucho, ya te estoy esperando en el aeropuerto!!!! Ya sal, que te quiero veeeer!!",P
"Hoy le pedí a Dios una señal realmente obvia, para poder tomar una importante decisión, y mas clara no pudo estar. Gracias #Totales",P
El reboot de Jumanji puede romper mi corazón x2. Porque puede ser horrible y además pueden arruinar la imagen que tengo de The Rock,N
"@Djrossana que tengan un lindo martes y que todos tus sueños se hagan realidad Sé tu misma, No copies Modas Eres Mi ejemplo a seguir",P
